Time	Left Crest X	Left Crest Y	Left Crest Z	Left Hip X	Left Hip Y	Left Hip Z	Left Knee X	Left Knee Y	Left Knee Z	Left Ankle X	Left Ankle Y	Left Ankle Z	Left Foot X	Left Foot Y	Left Foot Z	Right Crest X	Right Crest Y	Right Crest Z	Right Hip X	Right Hip Y	Right Hip Z	Right Knee X	Right Knee Y	Right Knee Z	Right Ankle X	Right Ankle Y	Right Ankle Z	Right Foot X	Right Foot Y	Right Foot Z	R1 X	R1 Y	R1 Z	R2 X	R2 Y	R2 Z	R3 X	R3 Y	R3 Z	R4 X	R4 Y	R4 Z	R5 X	R5 Y	R5 Z	R6 X	R6 Y	R6 Z	L1 X	L1 Y	L1 Z	L2 X	L2 Y	L2 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L5 X	L5 Y	L5 Z	L6 X	L6 Y	L6 Z
0.640000	0.16022374	0.63005102	0.35130137	0.14238070	0.55411273	0.30442244	0.13453786	0.68363404	0.23152834	0.16393730	0.63988417	0.09100656	0.14857699	0.68629718	0.05443629	0.25337732	0.63394856	0.35447535	0.27610281	0.55389047	0.29516855	0.24881083	0.57616150	0.15653728	0.22688137	0.42474309	0.10041929	0.25817177	0.41001576	0.04023324																																				
0.650000	0.15899356	0.64311147	0.35247251	0.14128239	0.56815833	0.30361572	0.13467975	0.69751078	0.23115192	0.16640276	0.66164374	0.08789083	0.15018667	0.70833808	0.05140127	0.25219747	0.64641380	0.35592282	0.27506804	0.56713653	0.29582104	0.25080612	0.58344322	0.15695342	0.22991082	0.43263510	0.10197277	0.25785521	0.41136342	0.04110372																																				
0.660000	0.15770108	0.65614504	0.35328746	0.13993594	0.58243155	0.30206740	0.13539696	0.71153790	0.22969109	0.16736667	0.68014425	0.08529088	0.15123773	0.72702211	0.04765606	0.25086147	0.65871179	0.35690844	0.27367777	0.58021879	0.29592204	0.25298366	0.59161687	0.15701902	0.23335735	0.44128004	0.10368560	0.25674579	0.41271120	0.04232312																																				
0.670000	0.15672645	0.66722763	0.35315272	0.13865708	0.59484869	0.29995367	0.13630116	0.72331613	0.22691742	0.16787714	0.69306874	0.08223944	0.15087117	0.73883516	0.04501092	0.24943575	0.66865945	0.35676497	0.27246574	0.59155798	0.29531753	0.25478682	0.59981143	0.15628278	0.23426954	0.44830310	0.10505982	0.25572646	0.41504440	0.04482407																																				
0.680000	0.15572669	0.67834538	0.35228595	0.13711616	0.60721195	0.29749137	0.13694881	0.73467082	0.22316805	0.16835561	0.70215136	0.07892981	0.14978540	0.74642617	0.04319264	0.24844755	0.67918450	0.35609746	0.27087376	0.60279000	0.29410931	0.25714371	0.60984474	0.15483065	0.23467357	0.45608869	0.10756087	0.25402373	0.41803941	0.04826721																																				
0.690000	0.15464607	0.68932325	0.35071406	0.13563910	0.61917877	0.29458612	0.13737294	0.74567497	0.21870038	0.16904406	0.70711571	0.07662341	0.14857621	0.74973476	0.04264341	0.24726790	0.68976796	0.35484743	0.26933995	0.61409509	0.29241747	0.25959903	0.62150639	0.15273011	0.23465128	0.46524054	0.11130702	0.25402746	0.42484263	0.05470275																																				
0.700000	0.15332064	0.70020729	0.34886390	0.13422291	0.63061392	0.29152295	0.13784270	0.75655830	0.21422195	0.17010081	0.70886046	0.07548550	0.14818951	0.75030750	0.04228842	0.24599883	0.70072198	0.35338461	0.26766273	0.62535316	0.29028359	0.26236689	0.63502878	0.15040419	0.23464197	0.47592869	0.11568855	0.25411198	0.43354192	0.06211928																																				
0.710000	0.15194257	0.71082324	0.34694642	0.13289250	0.64174759	0.28856063	0.13846359	0.76724768	0.20983130	0.17135578	0.70962501	0.07548445	0.14783324	0.74917036	0.04282400	0.24430445	0.71137154	0.35172126	0.26600710	0.63650829	0.28798163	0.26470712	0.64987665	0.14815207	0.23515451	0.48868868	0.12037961	0.25675878	0.44621980	0.07117644																																				
0.720000	0.15159544	0.72261494	0.34460640	0.13271357	0.65378851	0.28523040	0.14003693	0.77901560	0.20504767	0.17309044	0.71123987	0.07628003	0.14763719	0.74837518	0.04342518	0.24109869	0.72197843	0.34995419	0.26237708	0.64721566	0.28542593	0.26400971	0.66551775	0.14554317	0.23588423	0.50445163	0.12543432	0.25719023	0.45921159	0.07796811																																				
0.730000	0.15029874	0.73504019	0.34298241	0.13150017	0.66629976	0.28303647	0.14049406	0.79067963	0.20102045	0.17428568	0.71371770	0.07819080	0.14722392	0.74787223	0.04422681	0.23936786	0.73472238	0.34832618	0.26002854	0.66014677	0.28331181	0.26542255	0.68546069	0.14410247	0.23765954	0.52382797	0.13081922	0.26029557	0.47845557	0.08345140																																				
0.740000	0.14925207	0.74766952	0.34160715	0.13056690	0.67861676	0.28153604	0.14052270	0.80174983	0.19734779	0.17540435	0.71614808	0.08052868	0.14738806	0.74818498	0.04440519	0.23806033	0.74795127	0.34689149	0.25810739	0.67328644	0.28186697	0.26624441	0.70596081	0.14338605	0.23947354	0.54433000	0.13605987	0.26326838	0.50022155	0.08610208																																				
0.750000	0.14746630	0.75942296	0.34103885	0.12879395	0.68973857	0.28151375	0.13975222	0.81072676	0.19441013	0.17558795	0.71832323	0.08275799	0.14744282	0.74845606	0.04462886	0.23869893	0.76160955	0.34576696	0.25854161	0.68688130	0.28142130	0.26935729	0.72742426	0.14431213	0.24183339	0.56484276	0.14066201	0.26909873	0.52584338	0.08763178																																				
0.760000	0.14705651	0.77083701	0.34011170	0.12786755	0.70056367	0.28195390	0.13996051	0.81859398	0.19089980	0.17589317	0.72013283	0.08453614	0.14773747	0.74844813	0.04446360	0.23786929	0.77357197	0.34463814	0.25809017	0.69833130	0.28144577	0.26925331	0.74600279	0.14550734	0.24380223	0.58411431	0.14432248	0.27378461	0.55097198	0.08791048																																				
0.770000	0.14681944	0.78252620	0.33934474	0.12703788	0.71147138	0.28294441	0.14005855	0.82608265	0.18759337	0.17596805	0.72224295	0.08626839	0.14832270	0.74813241	0.04402626	0.23696239	0.78566509	0.34357229	0.25761122	0.70974129	0.28174284	0.26871493	0.76486152	0.14761926	0.24628319	0.60407996	0.14728221	0.27883980	0.57794380	0.08812805																																				
0.780000	0.14674005	0.79432040	0.33869639	0.12642241	0.72241259	0.28439140	0.14020622	0.83308363	0.18411236	0.17596290	0.72451901	0.08822519	0.14900653	0.74768913	0.04356008	0.23608214	0.79788029	0.34268975	0.25738701	0.72135812	0.28227749	0.26743352	0.78378612	0.15052225	0.24891143	0.62431121	0.14936812	0.28452149	0.60665154	0.08849707																																				
0.790000	0.14668471	0.80616665	0.33819348	0.12654744	0.73305225	0.28566158	0.13989396	0.84009707	0.18122473	0.17606306	0.72704154	0.09035236	0.14968604	0.74733704	0.04343246	0.23538184	0.81024826	0.34210560	0.25733563	0.73320723	0.28311548	0.26584458	0.80302209	0.15432706	0.25436783	0.64615226	0.15170477	0.29041401	0.63617164	0.08921282																																				
0.800000	0.14660643	0.81795514	0.33785477	0.12683365	0.74359912	0.28710553	0.13995604	0.84679955	0.17849551	0.17636472	0.72993392	0.09262399	0.15011503	0.74728864	0.04385540	0.23454615	0.82255632	0.34183645	0.25746143	0.74529427	0.28422740	0.26378411	0.82235217	0.15893216	0.25971818	0.66808408	0.15292786	0.29552189	0.66549939	0.08986549																																				
0.810000	0.14748140	0.83090276	0.33708474	0.12838666	0.75514239	0.28784385	0.14019367	0.85421640	0.17597826	0.17740715	0.73357040	0.09479152	0.15085907	0.74724656	0.04443131	0.23233092	0.83504438	0.34187216	0.25661871	0.75784880	0.28570238	0.26109165	0.84321654	0.16509770	0.26103574	0.68909466	0.15171656	0.29413778	0.69288623	0.08804444																																				
0.820000	0.14704788	0.84405071	0.33700231	0.12899388	0.76709169	0.28919029	0.14050278	0.86116320	0.17350705	0.17831288	0.73739314	0.09706842	0.15186568	0.74715012	0.04519245	0.23117068	0.84909886	0.34256762	0.25674960	0.77192980	0.28764799	0.25799662	0.86536032	0.17259398	0.26390100	0.71395761	0.14894892	0.29585847	0.72556424	0.08639610																																				
0.830000	0.14641947	0.85680443	0.33709821	0.12966092	0.77887011	0.29025173	0.14087792	0.86778712	0.17108102	0.17870797	0.74150306	0.09994034	0.15300342	0.74702698	0.04602090	0.23042627	0.86303598	0.34380877	0.25647193	0.78564399	0.28972489	0.25497085	0.88683987	0.18087029	0.26657787	0.73919940	0.14522098	0.29536188	0.75779814	0.08353180																																				
0.840000	0.14464636	0.86783320	0.33799809	0.12912197	0.78946209	0.29168364	0.14131764	0.87329566	0.16907109	0.17833412	0.74517024	0.10299498	0.15425777	0.74683893	0.04686518	0.23118764	0.87630612	0.34560555	0.25684547	0.79858953	0.29185522	0.25245079	0.90596527	0.18905169	0.27254742	0.76592779	0.14196990	0.29819450	0.79105961	0.08171155																																				
0.850000	0.14392877	0.87828910	0.33868653	0.12940794	0.79960996	0.29227817	0.14231902	0.87850374	0.16704167	0.17819174	0.74888343	0.10562984	0.15528361	0.74686307	0.04793927	0.23071446	0.88734448	0.34749031	0.25592309	0.80960578	0.29379502	0.25020224	0.92251188	0.19701235	0.27281845	0.78854698	0.13614658	0.29478770	0.81920147	0.07816261																																				
0.860000	0.14321701	0.88869941	0.33966261	0.12925522	0.80995417	0.29284900	0.14334729	0.88360101	0.16523412	0.17850843	0.75228286	0.10735696	0.15630668	0.74697089	0.04890163	0.23005596	0.89789706	0.34956500	0.25479314	0.82033342	0.29570147	0.24816258	0.93813348	0.20497997	0.27071074	0.81138426	0.12935987	0.29028532	0.84764391	0.07469364																																				
0.870000	0.14256033	0.89911336	0.34087813	0.12881216	0.82045025	0.29347506	0.14423911	0.88861287	0.16363686	0.17898060	0.75569314	0.10861066	0.15692267	0.74744666	0.05003870	0.22914800	0.90802616	0.35174489	0.25327423	0.83071971	0.29750770	0.24666235	0.95293796	0.21270533	0.26730198	0.83440953	0.12231649	0.28422236	0.87587875	0.07124420																																				
0.880000	0.14200699	0.90948564	0.34233114	0.12809943	0.83105236	0.29409009	0.14587836	0.89335936	0.16189285	0.17926709	0.75914657	0.10963224	0.15747696	0.74801528	0.05085985	0.22822036	0.91794533	0.35397851	0.25166681	0.84100085	0.29919896	0.24525324	0.96672791	0.21984780	0.26354516	0.85830492	0.11689942	0.27720940	0.90383190	0.06805649																																				
0.890000	0.14154775	0.91980451	0.34385914	0.12747988	0.84163707	0.29473504	0.14806116	0.89776272	0.16024569	0.17950043	0.76253474	0.11016271	0.15791295	0.74878895	0.05180282	0.22713658	0.92768788	0.35620862	0.24994944	0.85109442	0.30077329	0.24394618	0.97960639	0.22618476	0.26071596	0.88322341	0.11295352	0.27005696	0.93136823	0.06518783																																				
0.900000	0.14208630	0.93147218	0.34506321	0.12796088	0.85344267	0.29486215	0.15070717	0.90263593	0.15886007	0.18004270	0.76621950	0.11040129	0.15833156	0.74972600	0.05281248	0.22538400	0.93794894	0.35847521	0.24750717	0.86169195	0.30228725	0.24170002	0.99215764	0.23162247	0.25091723	0.90776950	0.10779499	0.25722501	0.95778239	0.06099921																																				
0.910000	0.14157793	0.94341737	0.34686753	0.12745947	0.86557782	0.29586947	0.15227515	0.90779001	0.15907052	0.17978375	0.77019745	0.11105293	0.15860857	0.75078195	0.05379846	0.22410440	0.94925982	0.36072022	0.24574631	0.87350053	0.30382437	0.23951551	1.00479555	0.23587434	0.24368948	0.93569875	0.10419118	0.24786694	0.98661870	0.05868549																																				
0.920000	0.14113182	0.95527828	0.34870055	0.12698777	0.87755430	0.29707226	0.15291207	0.91324043	0.15998544	0.17879930	0.77460986	0.11227100	0.15857901	0.75204623	0.05494783	0.22293836	0.96055198	0.36273059	0.24409330	0.88540566	0.30512163	0.23717241	1.01672351	0.23860128	0.23142394	0.96113759	0.09930224	0.23861293	1.01348960	0.05690317																																				
0.930000	0.13986920	0.96561784	0.35088044	0.12554772	0.88807851	0.29881227	0.15218988	0.91850549	0.16158038	0.17673688	0.77906418	0.11395510	0.15849951	0.75339866	0.05605603	0.22273064	0.97138339	0.36443579	0.24315906	0.89695060	0.30588463	0.23527767	1.02754045	0.23970285	0.22451967	0.98474306	0.09687866	0.23469722	1.03742075	0.05690566																																				
0.940000	0.13987921	0.97547787	0.35231155	0.12524636	0.89815694	0.29961452	0.15046720	0.92426735	0.16292323	0.17488641	0.78388345	0.11542031	0.15845302	0.75508338	0.05757604	0.22230822	0.98119283	0.36580968	0.24166012	0.90754908	0.30575410	0.23299010	1.03735030	0.23935093	0.21355553	1.00191355	0.09352385	0.22719200	1.05483508	0.05521285																																				
0.950000	0.14004496	0.98519200	0.35344717	0.12579775	0.90914661	0.29981533	0.14847480	0.93066132	0.16360494	0.17327720	0.78908223	0.11697693	0.15849505	0.75704974	0.05968169	0.22168453	0.99092430	0.36677730	0.24023661	0.91843230	0.30474836	0.23021920	1.04725409	0.23789734	0.20669322	1.01692033	0.09168310	0.22014241	1.06892872	0.05272186																																				
0.960000	0.14035663	0.99483222	0.35417438	0.12644571	0.92028064	0.29950413	0.14571291	0.93806112	0.16363759	0.17199759	0.79548860	0.11894333	0.15841936	0.75971621	0.06262040	0.22100765	1.00062454	0.36712399	0.23924600	0.92955315	0.30290073	0.22673602	1.05727696	0.23537014	0.20143136	1.02926064	0.08947046	0.21572496	1.08000267	0.05081524																																				
0.970000	0.14089233	1.00442255	0.35415819	0.12736510	0.93147755	0.29851907	0.14353627	0.94659156	0.16239381	0.17023729	0.80289602	0.12169887	0.15841040	0.76320207	0.06663890	0.22032171	1.01038218	0.36667436	0.23836255	0.94068998	0.30037630	0.22233710	1.06721377	0.23183976	0.19779035	1.03803122	0.08676819	0.21411407	1.08735597	0.04963059																																				
0.980000	0.14163230	1.01399446	0.35348237	0.12773906	0.94181705	0.29707366	0.13961565	0.95684779	0.16126704	0.16763601	0.81175148	0.12505428	0.15815866	0.76804209	0.07156201	0.21994676	1.02020609	0.36546853	0.23794815	0.95174497	0.29738852	0.21741921	1.07695889	0.22752081	0.19553345	1.04289186	0.08404285	0.21445049	1.09103858	0.04945768																																				
0.990000	0.14348066	1.02501094	0.35152921	0.12920353	0.95355892	0.29443085	0.13720883	0.97039467	0.15825091	0.16507114	0.82324505	0.12799700	0.15848713	0.77557796	0.07693674	0.21764807	1.02989566	0.36338040	0.23558368	0.96224743	0.29376417	0.20959774	1.08613980	0.22190167	0.19302838	1.04415441	0.08166485	0.21458386	1.09202111	0.04927389																																				
1.000000	0.14404105	1.03618908	0.34945971	0.12971327	0.96541709	0.29186267	0.13361581	0.98564118	0.15531661	0.15985905	0.83759248	0.13265626	0.15601557	0.78669995	0.08412632	0.21743356	1.04082239	0.36113670	0.23858245	0.97484714	0.29157627	0.20494863	1.09641552	0.21692505	0.19056526	1.04419649	0.08038993	0.21423146	1.09192741	0.04907582																																				
1.010000	0.14446253	1.04738569	0.34741178	0.13022254	0.97723246	0.28912783	0.13081451	1.00232100	0.15284128	0.15398966	0.85373676	0.13786295	0.15189621	0.80082428	0.09105895	0.21726832	1.05141783	0.35904577	0.24122180	0.98676628	0.28997579	0.20355101	1.10621023	0.21256928	0.18843730	1.04455388	0.08027877	0.21381523	1.09182501	0.04894672																																				
1.020000	0.14380136	1.05715787	0.34610349	0.12945756	0.98769742	0.28742275	0.12804335	1.01802015	0.15130068	0.14662194	0.86998588	0.14420354	0.14537847	0.81700701	0.09767693	0.21894026	1.06183863	0.35753670	0.24575412	0.99831820	0.28956425	0.20607586	1.11578918	0.20984346	0.18725792	1.04572749	0.08129839	0.21365508	1.09187233	0.04882566																																				
1.030000	0.14440520	1.06692016	0.34479758	0.12956996	0.99806553	0.28576875	0.12676232	1.03428924	0.15063886	0.14139339	0.88629407	0.14914885	0.13978903	0.83452207	0.10166457	0.21838768	1.07084370	0.35626948	0.24508876	1.00716472	0.28860736	0.20690568	1.12356341	0.20707123	0.18663195	1.04712009	0.08287761	0.21363714	1.09190679	0.04872712																																				
1.040000	0.14472398	1.07697856	0.34366569	0.12941174	1.00859976	0.28474462	0.12549569	1.05100691	0.15074845	0.13630009	0.90318948	0.15386567	0.13397127	0.85393101	0.10452786	0.21744554	1.08012426	0.35520509	0.24433000	1.01596153	0.28819397	0.20592441	1.13095617	0.20430231	0.18593223	1.04847968	0.08453842	0.21369380	1.09196389	0.04872711																																				
1.050000	0.14480072	1.08733737	0.34274179	0.12931132	1.01917338	0.28411472	0.12392788	1.06813347	0.15304412	0.13136846	0.92054844	0.15818757	0.12834390	0.87486178	0.10577489	0.21628195	1.08968151	0.35438398	0.24322508	1.02471626	0.28820565	0.20508216	1.13786256	0.20139992	0.18543665	1.04991698	0.08623844	0.21397747	1.09167671	0.04868056																																				
1.060000	0.14472041	1.09796035	0.34201813	0.12912372	1.02982855	0.28390622	0.12256546	1.08541429	0.15613469	0.12694599	0.93824387	0.16189390	0.12226272	0.89786577	0.10655841	0.21501887	1.09956253	0.35372135	0.24164546	1.03343868	0.28854397	0.20428184	1.14436388	0.19844870	0.18509105	1.05144644	0.08796921	0.21385068	1.09115911	0.04835094																																				
1.070000	0.14469604	1.10871410	0.34141558	0.12883092	1.04046822	0.28408563	0.12342985	1.10244119	0.15876408	0.12326797	0.95603180	0.16476513	0.11633370	0.92235315	0.10657910	0.21373628	1.10961783	0.35326698	0.23998220	1.04222488	0.28918588	0.20343262	1.15059948	0.19554298	0.18455765	1.05300617	0.08974972	0.21373574	1.09063780	0.04801570																																				
1.080000	0.14583108	1.12118733	0.34037060	0.12889974	1.05272722	0.28448787	0.12712663	1.12204230	0.16024616	0.12177433	0.97645128	0.16537189	0.11261295	0.95133758	0.10459018	0.21125221	1.12032878	0.35301042	0.23716179	1.05153382	0.29007369	0.20065373	1.15663254	0.19218770	0.18453461	1.05512130	0.09200662	0.21346071	1.09039652	0.04781039																																				
1.090000	0.14574550	1.13364351	0.34010887	0.12762736	1.06500947	0.28601250	0.12936780	1.14168584	0.16322358	0.11850589	0.99702311	0.16585989	0.10708708	0.98068285	0.10352379	0.21013822	1.13218284	0.35301200	0.23507851	1.06194031	0.29138181	0.19938779	1.16338873	0.18925226	0.18364482	1.05754209	0.09437077	0.21348658	1.09026575	0.04792292																																				
1.100000	0.14582977	1.14587975	0.34007150	0.12617101	1.07707834	0.28777218	0.13097392	1.16123688	0.16714734	0.11538988	1.01752746	0.16501190	0.10252719	1.00939798	0.10178588	0.20758109	1.14274287	0.35310560	0.23279354	1.07215250	0.29270825	0.19793880	1.16985130	0.18649983	0.18285428	1.06046641	0.09681477	0.21343741	1.09003162	0.04805839																																				
1.110000	0.14483449	1.15617836	0.34101638	0.12430858	1.08731902	0.28976846	0.12969294	1.17803395	0.17372738	0.11108486	1.03536010	0.16399138	0.09671713	1.03430820	0.10143649	0.20656113	1.15241492	0.35325727	0.23147281	1.08172691	0.29389653	0.19840683	1.17611599	0.18449579	0.18085764	1.06298852	0.09873348	0.21304515	1.08967459	0.04821528																																				
1.120000	0.14551866	1.16695964	0.34094605	0.12358625	1.09723365	0.29102445	0.13019113	1.19436657	0.17984252	0.10930608	1.05310380	0.16066743	0.09483206	1.05898130	0.09866618	0.20460017	1.16058314	0.35340029	0.22955127	1.09007490	0.29465178	0.19726948	1.18134916	0.18229915	0.17958486	1.06574357	0.10058077	0.21248037	1.08934665	0.04851250																																				
1.130000	0.14621806	1.17738676	0.34112754	0.12291372	1.10698009	0.29223666	0.13056938	1.21014977	0.18681613	0.10812259	1.07124162	0.15634871	0.09430894	1.08398664	0.09553593	0.20696676	1.16948557	0.35419703	0.22773692	1.09830248	0.29514739	0.19608366	1.18638694	0.18009397	0.17767608	1.06828606	0.10225236	0.21177137	1.08897936	0.04894775																																				
1.140000	0.14705628	1.18751681	0.34139383	0.12221668	1.11656141	0.29350439	0.13158418	1.22523212	0.19358437	0.10753015	1.08993101	0.15128574	0.09517396	1.10939729	0.09198599	0.20948528	1.17816615	0.35511956	0.22616729	1.10643864	0.29550454	0.19487822	1.19120407	0.17787835	0.17619833	1.07111764	0.10393462	0.21129602	1.08858633	0.04954083																																				
1.150000	0.14751586	1.19661403	0.34251052	0.12165564	1.12595451	0.29478097	0.13324142	1.23974204	0.19964013	0.10792236	1.10928786	0.14537700	0.09736140	1.13500011	0.08796152	0.21192607	1.18660009	0.35613796	0.22464107	1.11455750	0.29576373	0.19343524	1.19576764	0.17561896	0.17449357	1.07393003	0.10545539	0.21078825	1.08812249	0.05021900																																				
1.160000	0.14806601	1.20556319	0.34376803	0.12129132	1.13523662	0.29608944	0.13488767	1.25332379	0.20605339	0.10914373	1.12929165	0.13885629	0.10049762	1.16141176	0.08405861	0.21173924	1.19491196	0.35669780	0.22317533	1.12272453	0.29597741	0.19229689	1.20025277	0.17348041	0.17286243	1.07673931	0.10679180	0.20999643	1.08762825	0.05091965																																				
1.170000	0.14938551	1.21582925	0.34467694	0.12134864	1.14581025	0.29699954	0.13456382	1.26448536	0.21232118	0.11397319	1.15346658	0.12941562	0.10746076	1.19190848	0.07818136	0.21016572	1.20348442	0.35730883	0.22064860	1.13138092	0.29613626	0.18970914	1.20463562	0.17104019	0.17097457	1.07977378	0.10798661	0.20947698	1.08744335	0.05182314																																				
1.180000	0.15086894	1.22620642	0.34550849	0.12061684	1.15636599	0.29832983	0.13117626	1.27333331	0.22017242	0.11796883	1.17838001	0.12115508	0.11358105	1.22143769	0.07333512	0.20920525	1.21280766	0.35827652	0.21930078	1.14105213	0.29657963	0.18808706	1.20944142	0.16905874	0.16916014	1.08295536	0.10898721	0.20877934	1.08745885	0.05273544																																				
1.190000	0.15208724	1.23612630	0.34647378	0.12069502	1.16707242	0.29999807				0.12258169	1.20380628	0.11369560	0.11996484	1.25088453	0.06879210	0.20810318	1.22205198	0.35945132	0.21793574	1.15069234	0.29714495	0.18769042	1.21477604	0.16834939	0.16797549	1.08625698	0.10985935	0.20834181	1.08758271	0.05358018																																				
1.200000	0.15252328	1.24469328	0.34788689	0.12059700	1.17635441	0.30177552				0.12504220	1.22570753	0.10980449	0.12242353	1.27355063	0.06679078	0.20778687	1.23069894	0.36080071	0.21769011	1.15982866	0.29788709	0.18882851	1.21979260	0.16829346	0.16727231	1.08899188	0.11047802	0.20761523	1.08764398	0.05409583																																				
1.210000	0.15177822	1.25143695	0.34967923	0.12136957	1.18565667	0.30288383				0.13006140	1.24838138	0.10570730	0.12464674	1.29446614	0.06529092	0.22894768	1.24257076	0.36333025	0.21652751	1.16794920	0.29854381	0.18949209	1.22389770	0.16828597	0.16865678	1.09153664	0.11178081	0.20660697	1.08724046	0.05424369																																				
1.220000	0.14995563	1.25696194	0.35156351	0.12147700	1.19474685	0.30325517				0.13476346	1.26951587	0.10282177				0.22880463	1.25025678	0.36478660	0.21545006	1.17597401	0.29935718	0.18924443	1.22709751	0.16756153	0.17009895	1.09387219	0.11304293	0.20554136	1.08675766	0.05430420																																				
1.230000				0.12153821	1.20385385	0.30328342				0.13905758	1.28925979	0.10073806				0.22865139	1.25784576	0.36623323	0.21427296	1.18381870	0.30032721	0.18928324	1.23013628	0.16716936	0.17180854	1.09644556	0.11440251	0.20450944	1.08609009	0.05433167																																				
1.240000				0.12165102	1.21298313	0.30290899										0.22839953	1.26532447	0.36766016	0.21282707	1.19153380	0.30128241	0.18951070	1.23336077	0.16701871	0.17178467	1.09884489	0.11498817	0.20413630	1.08594096	0.05458112																																				
1.250000				0.12171342	1.22219968	0.30222678										0.22802858	1.27275372	0.36897492	0.21130471	1.19920480	0.30212662	0.19004789	1.23683715	0.16699348	0.17208813	1.10157788	0.11561076	0.20415358	1.08610249	0.05490420																																				
1.260000				0.12300728	1.23370886	0.30078009										0.22785586	1.28091466	0.37029815	0.20854288	1.20751429	0.30264604	0.18977688	1.24094319	0.16666950	0.17187463	1.10475791	0.11607362	0.20456739	1.08681715	0.05556106																																				
1.270000				0.12360623	1.24544573	0.29997995										0.22740279	1.28951657	0.37127036	0.20850024	1.21764958	0.30386782	0.19156785	1.24625027	0.16641887	0.17295612	1.10922670	0.11672571	0.20524044	1.08788049	0.05641889																																				
1.280000				0.12310323	1.25598717	0.29920575										0.22687069	1.29812086	0.37174812	0.20840177	1.22783244	0.30458817	0.19448057	1.25227833	0.16594663	0.17433968	1.11435187	0.11740632	0.20565553	1.08913434	0.05751547																																				
1.290000				0.12060509	1.26314104	0.29871649										0.22596373	1.30603325	0.37147108	0.20931837	1.23743546	0.30483469	0.19840200	1.25888050	0.16545495	0.17672789	1.12020886	0.11849420	0.20601489	1.09073472	0.05903984																																				
1.300000																0.22520711	1.31346869	0.37078393	0.20734416	1.24530339	0.30362016	0.20007883	1.26564384	0.16444823	0.17856142	1.12643051	0.12016191	0.20563072	1.09278917	0.06136682																																				
1.310000																0.22443062	1.32078505	0.36985698	0.20447351	1.25326276	0.30233413	0.20071767	1.27341247	0.16319239	0.18051693	1.13386357	0.12295840	0.20492251	1.09602702	0.06483329																																				
1.320000																0.22374554	1.32790220	0.36881340	0.20177181	1.26109290	0.30093974	0.20133172	1.28230512	0.16192538	0.18254773	1.14257669	0.12693992	0.20349589	1.10094023	0.06915189																																				
1.330000																0.22323532	1.33491540	0.36774474	0.19922289	1.26880443	0.29960006	0.20214504	1.29240441	0.16084948	0.18438241	1.15250397	0.13187823	0.20218286	1.10823333	0.07393749																																				
1.340000																0.22345586	1.34200954	0.36642846	0.19757922	1.27617919	0.29826367	0.20240183	1.30340374	0.16005538	0.18615313	1.16354585	0.13749568	0.20196050	1.11841631	0.07887342																																				
1.350000																0.22461805	1.34930527	0.36512905	0.19466682	1.28393245	0.29702470	0.19844595	1.31485379	0.15875892	0.18684357	1.17650092	0.14381506	0.20099927	1.13198733	0.08337151																																				
1.360000																0.23875131	1.34421182	0.36835316	0.19305287	1.29242992	0.29626048	0.25672290	1.33470893	0.17170605	0.18771274	1.19155979	0.15020163	0.20435742	1.15056789	0.08824949																																				
1.370000																0.24008137	1.35197568	0.36772552	0.23011830	1.30600095	0.30001420	0.25656921	1.34804869	0.17260469	0.18833129	1.20723379	0.15566319	0.20818415	1.17116797	0.09238415																																				
1.380000																0.24068317	1.35969758	0.36720470	0.23086353	1.31384873	0.29998103	0.25787014	1.36168015	0.17452817	0.18999219	1.22247422	0.15956256	0.21407431	1.19255352	0.09594189																																				
1.390000																0.24182180	1.36617196	0.36698851	0.23178531	1.32106495	0.30008286	0.27336195	1.36217260	0.18612410	0.19108191	1.23675978	0.16183563	0.21737821	1.21262705	0.09839942																																				
1.400000																0.24288350	1.37244213	0.36693612	0.23273927	1.32811630	0.30034006	0.27514210	1.37430584	0.19035091	0.19147804	1.25117970	0.16289854	0.21984403	1.23284495	0.09996139																																				
1.410000																0.24383952	1.37839580	0.36717412	0.23376471	1.33508146	0.30072692	0.27635482	1.38636255	0.19503365	0.19008949	1.26526237	0.16253364	0.26689959	1.26076186	0.11245462																																				
1.420000																0.24456067	1.38425291	0.36768037	0.23470277	1.34188688	0.30129075	0.27702883	1.39823103	0.20039690	0.18847805	1.27942991	0.16094743	0.27057430	1.28057122	0.11271030																																				
1.430000																0.24554010	1.38933516	0.36806980	0.23593037	1.34787869	0.30195633	0.27795538	1.40964007	0.20658432	0.18700600	1.29384017	0.15819027	0.27534559	1.30119908	0.11238994																																				
1.440000																0.24728478	1.39379203	0.36849719	0.23727000	1.35335279	0.30248836	0.27942458	1.42054749	0.21465945	0.18071377	1.30958223	0.15258445	0.27858689	1.32365227	0.11108813																																				
1.450000																			0.23816647	1.35871053	0.30273238	0.27994263	1.43219125	0.22336239	0.17845143	1.32771838	0.14652912	0.28188458	1.34573281	0.10941055																																				
1.460000																			0.25106424	1.35444331	0.31060001	0.28078952	1.44207287	0.23193534	0.17539723	1.34576356	0.13951744	0.29158625	1.38496661	0.10013214																																				
1.470000																			0.25115082	1.36026931	0.31151399	0.28076535	1.45041001	0.23882134	0.25112200	1.36909521	0.15088876																																							
